Identifiant;Geo Point;Marque;Nom
3200003;46.13078,3.43375;Total;Relais de Gramont
5300003;44.31211,5.83105;Intermarché;INTERMARCHE LARAGNE
6100005;43.72414,7.25587;Agip;AGIP NICE GORBELLA
12140001;44.6524756046,2.57341249953;Dyneff;Malpel  gilles
12160002;44.27818,2.42962;Elan;SACRISPEYRE GARAGE
12200002;44.3610544631,2.03448872743;Système U;Hyper U
40380003;43.7104,-0.8344;Carrefour Contact;Carrefour Contact SARL Shorion
41140004;47.282863838,1.37102290053;Intermarché;INTERMARCHE NOYERS SUR CHER
38500002;45.36517,5.58363;Carrefour Market;Carrefour Market
1000006;46.20754,5.23758;Casino;CASINO SUPERMARCHE
2300003;49.61836,3.22189;Total;S.A.C.N.
5230004;44.56742,6.19542;Elan;ELAN - BRENIER
34070015;43.59658,3.88707;Agip;AGIP MONTPELLIER PALAVAS
34120001;43.45405,3.42114;Total;SARL GAUTRAND PNEU
34430001;43.5776019998,3.83509950169;Indépendant sans enseigne;STATION ST JEAN VED BESSAC
15600002;44.7148386029,2.20242907484;Avia;SARL TALON FEL
22130001;48.52456,-2.24074;Système U;Hyper U PLANCOET
24120001;45.1297975881,1.31302263256;Simply Market;SIMPLY MARKET
22600004;48.1904016076,-2.75649617431;Leclerc;SAS LOUDELAC
1630003;46.26326,6.0295;Intermarché;INTERMARCHE ST GENIS POUILLY
1510002;45.84755,5.65428;Avia;Garage de La Gare
2250001;49.74284,3.77337;Carrefour Market;Carrefour Market
3100010;46.33973,2.582;Intermarché;INTERMARCHE MONTLUCON
3200002;46.11614,3.43769;Total;Relais Total du Vernet
5560001;44.60863,6.68781;Intermarché;INTERMARCHE
17690002;46.1017339021,-1.09366714508;Indépendant sans enseigne;TOTAL ACCESS
19140001;45.43473,1.56481;Système U;SUPER U
20131001;41.4918257408,9.05520465753;VITO;GARAGE QUILICHINI
31770003;43.60823,1.336;Total Access;RELAIS CENTRAL
23200002;45.95263,2.16233;Netto;LES MOUSQUETAIRES
25410003;47.18668,5.82517;Indépendant sans enseigne;Gaulard
29790001;48.04231,-4.49307;Système U;Super U PONT CROIX
30126005;44.0006525943,4.70062855867;Esso;ESSO TAVEL NORD
30100001;44.10715,4.09387;Système U;HYPER U
30190001;43.9049938143,4.28040544376;Total;APOSTOLAKIS
33850001;44.7479343413,-0.590663861416;Leclerc;BLENAN SAS - E. LECLERC
6650002;43.65814,6.99578;Indépendant sans enseigne;Delpy
8700002;49.81889,4.74094;Oil France;I.S. INDUSTRIES SERVICES
10123001;48.28919,4.06454;Carrefour;CARREFOUR ST ANDRE LES VERGERS
10110002;48.11577,4.38129;Intermarché;INTERMARCHE BAR SUR SEINE
19340001;45.66357,2.45215;Avia;EYGURANDE AUTOMOBILES
19460002;45.3168318353,1.76980197537;Total;Station total
33750001;44.8815854958,-0.355969759778;Total;RELAIS DU CANTELOUP
34110001;43.4457,3.75207;Total;RELAIS GARDIOLE
42440006;45.84055,3.78392;Shell;Shell B2M Performance
38240001;45.1868049581,5.77698624577;Avia;JUCLEMAT SARL
41230001;47.41322,1.60512;Elan;SARL JBK AUTOS MOTOS
41350003;47.58423,1.37528;Intermarché;INTERMARCHE VINEUIL
41400004;47.31794,1.18604;Carrefour Market;Carrefour Market
12210001;44.68344,2.85129;Indépendant sans enseigne;Sarl lsf atac
12490001;44.0117343716,2.963532162;Indépendant sans enseigne;STATION SUAU MICHEL
38380003;45.38755,5.73023;Intermarché;INTERMARCHE ST LAURENT DU PONT
11400003;;Total;SARL CAMUS
6270002;43.64308,7.1443;Total;RELAIS PONT DU LOUP
6560003;43.60557,7.0575;Esso Express;ESSO SOPHIA ANTIPOLIS
6530003;43.64005,6.82865;Carrefour Contact;CARREFOUR CONTACT
1230003;45.9205098918,5.39407430613;Elan;STATION ELAN GARAGE BOLLEY
1210001;46.25303,6.11817;Carrefour;CARREFOUR FERNEY VOLTAIRE
3630002;46.34518,2.61916;Total Access;Relais  TOTAL ACCESS Du Chatelard
3600003;46.29151,2.73992;Intermarché;INTERMARCHE COMMENTRY MALICORNE
14280002;49.20072,-0.3991;Indépendant sans enseigne;STATION SAINT CONTEST
14540001;49.1401163603,-0.300508505075;Carrefour Contact;Carrefour contact soliers
16260001;45.81547,0.44291;Total;SARL AGENCE DE LA TOISON D'OR
17000011;46.16545,-1.17719;Esso Express;ESSO EXPRESS LA ROCHELLE EUROPE 234
17100005;45.74645,-0.67355;Leclerc;SADIS SAS
22580001;48.6911872987,-2.93268035539;Carrefour Market;Carrefour Market
25440001;47.1021,5.88559;Intermarché;INTERMARCHE PIPOLUX
35130003;47.94799,-1.22427;Intermarché;INTERMARCHE LA GUERCHE/BRETAGNE
35113002;48.07296,-1.39609;Huit à 8;8 à Huit DOMAGNé
34500016;43.35559,3.23867;Total Access;RELAIS HORT MONSEIGNEUR
8200005;49.69858,4.9284;Leclerc;SAS SEDANDIS
13500005;43.41302,5.01731;Esso Express;ESSO CROIX SAINTE
14370003;49.1192,-0.17523;Intermarché;INTERMARCHE ARGENCES
14000010;49.16905,-0.34422;Intermarché;INTERMARCHE CAEN
13700001;43.3880588414,5.24456265043;Total;RELAIS DE LA NERTHE
14980001;49.20104,-0.48156;BP;BP CAEN RN13-ROTS
16000001;45.64268,0.13526;Total Access;RELAIS TOTAL ACCESS ANGOULEME SILLAC STAR
21110003;47.24021,5.21954;Esso Express;ESSO DU CHATEAU
21120002;47.51205,5.17264;Agip;AGIP TILCHATEL  RN 74
13015006;43.344780972,5.35439619218;Agip;AGIP MARSEILLE MADRAGUE
13130002;43.48942,5.17369;Carrefour Market;Carrefour Market
17140001;46.1739427831,-1.16766879889;Leclerc;S.M-CHARENTAIS
19270003;45.21888,1.52099;Intermarché;SAS RIALMA
18370001;46.57023,2.19642;Intermarché;INTERMARCHE CHATEAUMEILLANT
19100009;45.15779,1.56334;Intermarché;INTERMARCHE du PILOU
19130003;45.2440296298,1.41460428827;Total;ESPACE AUTO SARL
19400002;45.09712,1.9226;Total;SA TRANSPORTS MANAUX
20090004;41.92471,8.73421;BP;Station bp la madunuccia
18130002;46.88975,2.5682;Intermarché;INTERMARCHE DUN SUR AURON
20200010;42.69136,9.44923;VITO;sasu auto passion cardoso
21260001;47.576543696,5.15988788358;Atac;ATAC SELONGEY
21320005;47.26338,4.554;Avia;CHIEN BLANC
35760002;48.1380196862,-1.68540266031;Leclerc;LECLERC ST-GREGOIRE
1100003;46.24966,5.64134;Total;RELAIS DES CRETETS
1630001;46.24211,6.02491;Carrefour Market;Carrefour Market
2200005;49.36808,3.32914;Total;RELAIS DE SOISSONS
22380002;48.61761,-2.26418;Système U;U EXPRESS SAINT CAST LE GUILDO
22950001;48.4921,-2.73876;Total;SA TREGUEUX AUTOMOBILES
24490002;45.14619,0.00532;Intermarché;INTERMARCHE LA ROCHE CHALAIS
28320002;48.532295396,1.68398622791;Carrefour Market;Carrefour Market
28120003;48.3642776057,1.32964694857;Intermarché;INTERMARCHE BAILLEAU LE PIN
33420002;44.8297056195,-0.190388244327;Carrefour Market;Carrefour Market
33340003;45.2888549415,-0.92380174902;Leclerc;SAS SODIL
22120003;48.482126531,-2.64562214604;Indépendant sans enseigne;Sas remy guguen
24100007;44.84832,0.49248;Carrefour Market;Carrefour Market
13870002;43.8969609384,4.79412190391;Indépendant sans enseigne;Garage-sighinolfi
14000001;49.19956,-0.36018;Total Access;TOTAL ACCESS COTE DE NACRE
13700006;43.4195381428,5.22369022236;Indépendant sans enseigne;SARL SOCARMEC
13780003;43.27616,5.71777;Carrefour Contact;carrefour cuges les pins
35000005;48.1247939368,-1.70143173515;Total;RELAIS ILE DE FRANCE
35111001;48.59215,-1.8448;Système U;Utile LA FRESNAIS
37380002;47.47364,0.77727;Total;RELAIS DE MESLAY
38110002;45.5605,5.45343;Total;STATION TOTAL
38290003;45.64132,5.13673;Total;ALEP SAS
38307001;45.59346,5.27036;Total;GIRARD SAS
5240001;44.9474381643,6.55915619217;Total;RELAIS DU  TELEPHERIQUE
5130001;44.45828,6.05;Total;MARTINE TEISSEIRE
33150001;44.85389,-0.51664;Esso Express;ESSO CASSAGNE
38260007;45.39292,5.24692;Intermarché;INTERMARCHE LA COTE ST ANDRE
38330002;45.23987,5.81401;Esso Express;ESSO BIVIERS
39570001;46.67306,5.57984;Carrefour Market;Carrefour Market
7200006;44.5995998093,4.38424813182;Leclerc;CENTRE E LECLERC  AUBENAS
6600012;43.60708,7.1239;Elan;RELAIS DE LA BRAGUE
8800004;49.88521,4.73852;Carrefour Contact;CARREFOUR CONTACT
29260001;48.55787,-4.34063;Total;SARL YVON ROUDAUT
14260001;49.02082,-0.63371;Indépendant sans enseigne;LE MUTANT AUNAY SUR ODON
22230003;48.19538,-2.41743;Système U;Super U MERDRIGNAC
28500001;48.71664,1.36886;Système U;GOURNAY DISTRIBUTION
11160002;43.31428,2.47019;Indépendant sans enseigne;Station service communale
11480001;42.9499545422,2.97202130031;Carrefour;AIRE DE LA PALME OUEST
16320003;45.48233,0.27803;Système U;Super U VILLEBOIS LAVALETTE
17300001;45.95048,-0.94267;Système U;U Express Coop Atlantique Rochefort
13210001;43.78873,4.8354;Total;EOR ST REMY PR MANSON
13500001;43.4184165496,5.05226809609;Auchan;AUCHAN MARTIGUES
13480002;43.41711,5.35583;Leclerc;S.A. SODIPLAN
14130004;;Intermarché;SA SODIPLE
30470002;43.6962859226,4.20011726025;Total Access;RELAIS TOTAL ACCESS LA  SERIGUETTE
30700003;44.00805,4.41802;Total;EOR UZES
31140005;43.70831,1.39729;Indépendant sans enseigne;Sarl val fleuri st alban
31830001;43.56929,1.30845;Intermarché;INTERMARCHE PLAISANCE DU TOUCH
36100003;46.9382850457,1.9469879391;Elan;FOUGERE AUTO
42000012;45.4570868868,4.40606073853;Agip;AGIP ST ETIENNE NECKER
42480001;45.5235004975,4.28708495534;Indépendant sans enseigne;GRANJON COMBUSTIBLES
31860004;43.47891,1.38925;Carrefour Market;Carrefour Market
26000011;44.92711,4.91555;Agip;AGIP VALENCE AVENUE DE CHABEUIL
31120001;43.53296,1.39867;Carrefour;CARREFOUR PORTET SUR GARONNE
30900011;43.82608,4.35287;BP;BP NIMES LANGUEDOC
20600009;42.68297,9.44447;Esso;SARL STATION DU PRADO
26780004;44.4857757049,4.76728961876;Shell;SARL ROCAMAR
32130001;43.48989,0.9318;Carrefour Contact;SARL SAMATANDIS
33200001;44.86026,-0.63422;Carrefour Market;Carrefour Market
34170002;43.63514,3.92446;Indépendant sans enseigne;Carbur
40800005;43.73225,-0.23859;Total;RELAIS TOTAL DE L'ADOUR
15000014;44.9333844678,2.45007665476;Elan;SARL GARAGE DU NORD
15300003;45.10616,2.86291;Intermarché;SAS MURALIE INTERMARCHE
15130001;44.7875839813,2.4560200536;Total;MR PUECH
35800003;46.8385104998,5.68677313277;Intermarché;INTERMARCHE POLIGNY
37110003;47.59003,0.90095;Intermarché;INTERMARCHE CHATEAU RENAULT
37150002;47.32783,0.98695;Carrefour Market;Carrefour Market
37200003;;Total;TOTAL CENTRE ATLANTIQUE
31500004;43.59426,1.4896;Avia;STATION AVIA TARDA
31430001;43.28809,1.06805;Supermarchés Spar;Spar station
37190002;47.2641541779,0.473752054811;Carrefour Market;Carrefour Market
37240001;47.0410465966,0.817781441332;Simply Market;SIMPLY MARKET
37530001;47.42407,0.97626;Simply Market;SIMPLY MARKET
26140004;45.28675,4.8149;Leclerc;Centre E LECLERC
33130002;44.79368,-0.53501;Carrefour;Carrefour Bordeaux Bègles - Rives d'Arcins
33450001;44.9159757611,-0.4220562815;Carrefour Contact;Carrefour Contact
33390002;45.13163,-0.65867;Avia;BLAYE AUTOMOBILES
33700003;44.8279952647,-0.670698451481;Total Access;RELAIS total access  MERIGNAC
44119004;47.3315246731,-1.61714403018;Système U;Super U TREILLIERES
44400001;47.17732,-1.55875;Système U;Super U REZE LA GALARNIERE
37000008;47.39116,0.69742;Total;RELAIS TOURS BALZAC
42650001;45.44295,4.46161;BP;BP RN 88 LA MAISON ROUGE ST JEAN BONNEFONDS
42600008;45.66958,4.17238;Shell;Shell B2M Performances
43200002;45.14693,4.12796;Avia;DYC
43220002;45.21531,4.34422;Indépendant sans enseigne;GARAGE PATOUILLARD
44380001;47.25756,-2.31756;Carrefour Market;Carrefour Market
44450002;47.2687780463,-1.33480650652;Système U;Super U LA CHAPELLE BASSE MER
38270002;45.34524,5.07416;Casino;CASINO SUPERMARCHE
38380001;45.4233214709,5.77290966057;Netto;NETTO
39500002;47.048875823,5.42980699228;Shell;MS SOULIER
44410004;47.4446571841,-2.25221028393;Intermarché;VALAUBRI SA
44500004;47.28738,-2.38061;Esso Express;ESSO EXPRESS LA BAULE ESCOUBLAC BOIS D'AMOUR
44210004;47.29284,-2.22729;Total;SARL STATION SERVICE ROUTE BLEUE
44410005;47.4479074757,-2.31202766924;Netto;SA SOHER
45160001;47.86874,1.91097;Auchan;AUCHAN OLIVET
44740002;47.27808,-2.458;Avia;BATZ AUTO SERVICES
46300005;44.73885,1.38862;Super Casino;CASINO
47000003;44.18123,0.6182;Intermarché;INTERMARCHE
47300004;44.4575796182,0.694800214374;Fina;RELAIS DE SOUBIROUS   STATION   CAZASSUS
48100002;44.55136,3.29131;Avia;CAMPUS 48
44500001;47.28739,-2.38062;Esso Express;ESSO BOIS D AMOUR
44710002;47.1310497636,-1.75321523129;Intermarché Contact;INTERMARCHE SAS OGALO
44802001;47.22156,-1.606;Carrefour;CARREFOUR  ST HERBLAIN
45450002;47.9239996277,2.13606319434;Carrefour Contact;CARREFOUR CONTACT
45770002;47.93422,1.88977;Intermarché;INTERMARCHE SARAN
47210001;44.63142,0.75424;Intermarché;INTERMARCHE VILLEREAL
47700001;44.31416,0.08137;Leclerc;CASTELDIS
48000002;44.5184120487,3.49212097875;Total Access;RELAIS MENDE LES CAUSSES
47320002;44.36109,0.38049;Elan;RUZZICA MARIE PAULE
49450001;47.114305886,-0.991832348626;Système U;Super U ST MACAIRE EN MAUGES
47000008;;Elf;Station Elf Jean Jaurés
49100001;47.4830341636,-0.527333069292;Total;RELAIS PINTERIE
49700002;47.1968205481,-0.275259537421;Total;MR SCHAEFER NORBERT
50000001;49.10318,-1.06438;Carrefour;CARREFOUR
50570001;49.10284,-1.24488;Elan;GARAGE VIGOT Daniel
50800003;48.83178,-1.21183;Avia;Sarl station splm
53200006;47.81526,-0.7072;Intermarché;INTERMARCHE SAS IZAH
51400001;49.1281722305,4.23148706374;Esso;ESSO CHAMPAGNE NORD
50170002;48.55392,-1.50103;Indépendant sans enseigne;MME JEANNE
50380001;48.8142614504,-1.54426677183;Géant;GEANT CASINO ST PAIR SUR MER
51320001;48.68156,4.37692;Shell;SIG REST
51430006;49.24763,4.00457;BP;BP REIMS TINQUEUX
51460003;48.9876121574,4.51400334524;Intermarché Contact;INTERMARCHE  CONTACT
52540001;50.50283,2.50799;Intermarché;INTERMARCHE
54110001;48.6096833589,6.35179474818;Supermarché Match;SUPERMARCHES MATCH  DOMBASLE
52110001;48.42773,4.96097;Indépendant sans enseigne;EURL MATTLIN
52130002;48.49614,4.94479;Intermarché;INTERMARCHE
54200007;48.6643457679,5.88844048044;CORA;CORA
54450001;48.54949,6.72552;Total;SARL PERRETTE
53960003;48.07229,-0.69214;INTERMARCHE CONTACT;INTERMARCHE CONTACT
54300008;48.5972771638,6.4824235676;Indépendant sans enseigne;DUCS DE LORRAINE
55500001;48.67688,5.32551;Carrefour Market;Carrefour Market
56100008;47.7469402776,-3.38853907484;Intermarché;INTERMARCHE LORIENT C/C LANVEUR
56700004;47.79882,-3.25775;Leclerc;HENDIS
57140001;49.14788,6.17285;Auchan;AUCHAN WOIPPY
57210001;49.22053,6.16318;Total;MME BOHNENBERGER
54230002;48.61289,6.09563;Intermarché;INTERMARCHE NEUVES MAISONS
55000002;48.76891,5.17301;Total;RELAIS POINCARE
56300003;48.05822,-2.9661;Total;MR SCAVINNER
56500003;47.89078,-2.83467;Intermarché;INTERMARCHE MOREAC
57100002;49.3561242168,6.14011236649;Carrefour;CARREFOUR Thionville
56460001;47.86451,-2.44874;Total;MR DUBOIS J.PAUL
57220002;49.17846,6.49419;Système U;STATION U
57370004;48.77018,7.25605;Intermarché;INTERMARCHE PHALSBOURG
57530001;49.1098450602,6.39181238435;Intermarché Contact;INTERMARCHE  SAS GALAN
57303001;49.2627895959,6.17454738341;CORA;CORA MONDELANGE
57980001;49.10641,6.94911;Colruyt;DATS DIEBLING
58200002;47.389906147,2.92328245582;Carrefour Market;Carrefour Market RN7
57710001;49.41150985,5.94955761564;Intermarché;INTERMARCHE AUMETZ
59125002;50.3398791925,3.46911762553;Total;RELAIS D HURTEBISE
59300014;50.36636,3.51278;BP;BP VALENCIENNES CROIX DANZIN
59190001;50.73122,2.54372;Total;GARAGE TROLLE
59300012;50.36638,3.51282;BP;BP VALENCIENNES CROIX DANZIN
59474001;50.55863,3.03422;Total Access;WACRENIER   SA
59119001;50.3872459038,3.10060345243;Total;RELAIS DE WAZIERS
59270002;50.7235714695,2.74001238436;Leclerc;E.LECLERC BAILLEUL
59410001;50.37062,3.50346;Total;RELAIS D'ANZIN
59554004;50.17613,3.20382;Total Access;SARL STEFIBAIL
59880002;50.36986,3.54519;Elan;GARAGE VILETTE
60240001;49.27198,1.8745;Supermarché Match;Supermarché MATCH CHAUMONT-EN-VEXIN
60270002;49.1844317144,2.41293280322;Esso;RELAIS DES 2 TILLEULS ESSO
60350001;49.40354,3.00774;Total Access;RELAIS DE CUISE LA MOTTE
61700002;48.58822,-0.63429;Intermarché;INTERMARCHE DOMFRONT
62156001;50.2465997388,2.94292562241;Intermarché Contact;SAS WILVA
62250006;50.87645,1.74574;Elan;GARAGE DE LA MURAILLE
60130001;49.51168315,2.43106571173;Leclerc;SAINT JUDIST
60500008;49.20231,2.46275;Carrefour Market;Carrefour Market
60740001;49.2388530282,2.47063385952;CORA;HYPERMARCHE CORA ST MAXIMIN
61430002;48.80974,-0.49958;Shopi;Shopi
62127001;50.3558566109,2.47983369265;Indépendant sans enseigne;SARL CHEZ LEGRIS
62880003;50.47245,2.86976;Intermarché;INTERMARCHE VENDIN LE VIEIL
63000020;45.78325,3.07466;Total Access;RELAIS TOTAL ACCESS LAVOISIER
64250001;43.3377562275,-1.40496153065;Intermarché;INTERMARCHE CAMBO LES BAINS
64600004;43.49228,-1.53305;Total Access;RELAIS ANGLET BAB STAR
65000004;43.22323,0.05808;Esso Express;ESSO DEBUSSY
62620002;50.45439,2.60674;Carrefour Market;Carrefour Market
63310002;46.01543,3.34922;Intermarché Contact;SAS RANDECO
64990002;43.48694,-1.35812;Intermarché Contact;SAS GORRIA
62520001;50.51152,1.62056;Carrefour Market;Carrefour Market
62720002;50.80659,1.73034;Carrefour Contact;CARREFOUR CONTACT
62770001;50.40093,2.10115;Dia;Carrefour contact
63170007;45.75003,3.13343;Agip;AGIP AUBIERE
64604001;43.49346,-1.51826;Leclerc;E LECLERC
64270003;43.52481,-0.91274;Intermarché Contact;SAS LOUPAGI
65510001;42.79928,0.41036;Avia;PICOTY SA LOUDENVIELLE
66300013;42.56735,2.85899;Dyneff;ROMPETROL Banyuls
66470001;42.7320037461,3.02520737542;Casino;CASINO SAINTE MARIE LA MER
67170004;48.71916,7.7066;Total;RELAIS HERRENWALD
67202002;48.5887886629,7.67089619218;Système U;SUPER U WOLFISHEIM
67360002;48.93432,7.74557;Système U;Station Super U Woerth
67441001;48.70109,7.37498;Leclerc;LECLERC MARMOUTIER
68000010;48.06377,7.34018;Système U;STATION U
68200006;47.73847,7.29496;Total Access;RELAIS ELF DES COTEAUX
68270002;47.80568,7.33739;Esso Express;ESSO WITTENHEIM
68703001;47.7936523884,7.17024938652;Leclerc;SODICER
67720001;48.6903802094,7.78110428827;Total;SARL GOSSE
68500002;47.90218,7.23917;Leclerc;ISSEDIS
65410001;42.9728548245,0.375942144133;Total;MR SOUBIS LAURENT
67000019;48.58697,7.7617;Indépendant sans enseigne;Test pierre
67500007;48.81903,7.78426;Simply Market;SIMPLY MARKET
68040002;48.0947606625,7.30599072067;Esso;GARAGE ETIENNE WACKENTHALLER SARL
68370002;48.12859,7.16834;Intermarché;INTERMARCHE ORBEY
69230004;45.70162,4.79587;BP;BP ST GENIS LAVAL 8 à Huit
70270001;47.74964,6.56445;Avia;Station Avia
69004010;45.78111,4.82769;BP;BP LYON CROIX ROUSSE 8 à Huit
69320004;45.68319,4.85768;Total Access;RELAIS TOTAL ACCESS  BELLE ETOILE 1
69540001;45.68763,4.82524;Carrefour Market;Carrefour Market
69740001;45.73435,4.98947;Esso;ESSO SERVICE DES MURIERS
70000005;47.63345,6.159;Avia;Station Ets DORMOY
71100002;46.77287,4.85881;Carrefour;CARREFOUR CHALON  SUD
69210008;45.84199,4.60673;Carrefour Market;Carrefour Market
69310002;45.69935,4.82364;Total;RELAIS PIERRE BENITE
69480004;45.94131,4.71607;Agip;AGIP ANSE ROUTE VILLEFRANCHE
69500003;45.73833,4.89414;Total Access;RELAIS BRON LE DAUPHINE
69800005;45.7010801741,4.91844491163;Total;RELAIS ST PRIEST LES BRIGOUDES
71100001;46.79727,4.8362;Géant;GEANT CASINO
71100016;46.79067,4.84929;BP;BP CHALON SUR SAONE RN6
71130003;46.5971326533,4.05155857653;Total;M. MATAMOROS LOÏC
71200005;46.80525,4.45818;Avia;STATION AVIA RELAIS FOCH
71210006;46.7387157693,4.47440138774;Intermarché;INTERMARCHE MONTCHANIN
71680002;46.249649332,4.78758308716;Esso;J.P. PERRAUD  STATION ESSO
69480005;45.94308,4.71538;Carrefour Market;CARREFOUR MARKET
69510002;45.69128,4.67995;Indépendant sans enseigne;FAHY - GARAGE DE MALATAVERNE
71000020;46.29199,4.81092;Intermarché;SAS ROPIMAX
73140005;45.2176511023,6.46243485803;Agip;AGIP A43 SENS ALBERTVILLE TURIN AIRE ST MICHEL DE MAURIENNE
73460003;45.6333,6.3125;Netto;NETTO FRONTENEX
71360001;46.98934,4.52251;Colruyt;005 DATS EPINAC
73260003;;Elan;Elan
74000010;45.8983,6.11726;Agip;AGIP annecy avenue de chambery
74130010;46.04949,6.46445;Agip;AGIP BONNEVILLE
74200002;46.35892,6.45909;Carrefour Market;Carrefour Market
72400009;48.1277392872,0.626318096089;Shell;STATION SHELL LA FERTE BERNARD A11
72500001;47.69177,0.42349;Leclerc;SOCADIS
71330001;46.7548621704,5.24540240222;Système U;SUPER U
73100005;45.69676,5.90778;Esso Express;ESSO ROND POINT
73540002;45.64037,6.43979;Système U;STATION U
76380003;49.44968,1.02839;Intermarché;INTERMARCHE CANTELEU
76490002;49.52922,0.72064;Carrefour Market;Carrefour Market
77170005;48.69424,2.61673;Carrefour Market;Carrefour Market
77184004;48.80936,2.61507;Intermarché;INTERMARCHE EMERAINVILLE
74700004;45.94385,6.62995;Indépendant sans enseigne;Garage DPA SARL
75018007;48.90001,2.34436;Total;RELAIS PORTE DE CLIGNANCOURT
76210005;49.5702624414,0.490186966437;Netto;Netto
76300007;49.42064,1.10689;Avia;STATION AVIA
76950001;49.78877,1.22188;Total;GARAGE DU CENTRE
77170001;48.7007668738,2.60098921776;Total Access;TOTAL ACCESS
77430001;48.39575,2.79896;Carrefour Market;Carrefour Market
