Identifiant;Geo Point;Marque;Nom
21340001;46.95218,4.62394;Atac;ATAC NOLAY
26600003;45.06817,4.84524;Avia;AVIA   SARL JUCLEMAT
26270001;44.70223,4.80059;Indépendant sans enseigne;ROMPETROL
33370008;44.86721,-0.49482;Atac;SIMPLY  MARKET ARTIGUES
33520003;44.88778,-0.58098;Esso;ESSO AQUITAINE 1
34120005;43.45405,3.42114;Indépendant sans enseigne;SARL Pézenas Carburants
33770001;44.54785,-0.87705;Carrefour Market;Carrefour Market
41000014;47.58848,1.31325;Avia;Station Avia
41120001;47.53659,1.30771;Elan;EOR MOUES CHAILLES
16200001;45.68829,-0.17328;Système U;Super U Coop Atlantique Jarnac
36400003;46.57586,1.98346;Elan;PATRY
40100001;43.7100934867,-1.04067657532;Carrefour;GUYENNE ET GASCOGNE SA
41000007;47.61041,1.32728;Leclerc;SOBLEDIS
41300001;47.42393,2.05344;Carrefour Market;Carrefour Market
33210002;44.5700702602,-0.299294925695;Total Access;RELAIS DE LANGON
31330001;43.76089,1.30006;Système U;SUPER U SAS GRENADINE
35500003;48.12322,-1.20657;Avia;garage du centre
36400001;46.5820534564,2.00123615645;Système U;Super U LA CHATRE /INDRE
35720004;48.44127,-1.91439;Carrefour Contact;CARREFOUR CONTACT
37230002;47.3915165802,0.634203432668;Elan;Monsieur Derré Fernand Station élan
37270004;47.29422,1.76957;Agip;AIRE DE VILLEFRANCHE SUR CHER
17139001;46.1893316901,-1.06930785587;Système U;Marché U DOMPIERRE SUR MER
26740001;44.5476697509,4.80651687711;Avia;AVIA SNC CYROM
26400002;44.726405006,5.03002404804;Agip;AGIP CREST AV FAYOLLE
33430002;44.44037823,-0.23079263256;Total;EOR BAZAS AUTO SERVICE
33320006;44.89271,-0.66576;Total Access;Relais eysines star
33340004;45.3124,-0.94038;Carrefour;CARREFOUR LESPARRE
32700002;43.93565,0.63383;Intermarché;INTERMARCHE LECTOURE
33127004;44.84197,-0.7668;Intermarché;INTERMARCHE MARTIGNAS SUR JALLES
33370004;44.8399228282,-0.492384510624;Total Access;TOTAL ACCESS
33510002;44.7456412592,-1.10340094302;Casino;CASINO SUPERMARCHE
37110001;47.5836102961,0.897356013533;Total Access;RELAIS TOTAL ACCESS VILLEDOMER
42440005;45.8164827834,3.76427809609;Indépendant sans enseigne;BRAVO TOUN KY supermarché
42360001;45.79234,4.35406;Avia;GARAGE BAILLY JEAN PAUL
43220001;45.21437,4.34647;Carrefour Market;BRUNIEDIS
44340001;47.17954,-1.59765;Avia;RUEE SARL
38690002;;Agip;AGIP RIVES
39500006;47.07224,5.41392;Intermarché Contact;INTERMARCHE
44220003;47.21344,-1.719;Total;ARDILLETS AUTOMOBILES SERVICES
44521001;47.39123,-1.29207;Total;SARL GUILLOU
46110002;44.99576,1.64972;Elan;TASSAINT DANIEL
46200003;44.89828,1.46273;Leclerc;E.Leclerc SOUILLAC
46500003;44.7867842756,1.72019798092;Leclerc;E.LECLERC  GRAMAT
47200004;44.50818,0.19074;Total;MARTIN DISTRIBUT
47310005;44.114,0.53181;Intermarché Contact;INTERMARCHE LAPLUME
47550005;44.18603,0.66242;Total Access;Total Relais de bon encontre
48400004;44.3382852166,3.58634273176;Indépendant sans enseigne;Ets Plantier Carburants
44800004;47.2257,-1.62873;Leclerc;E.LECLERC ATLANTIS
45000005;47.89983,1.87967;Carrefour Market;Carrefour Market
45160004;47.8482574158,1.91101998214;Total;SARL MUNOZ
48000003;44.51766,3.50817;Total;EOR MENDE CHARBONNEL
49330001;47.6806,-0.49932;Système U;Super U CHATEAUNEUF SUR SARTHE
49310001;47.1474153017,-0.521333061309;Système U;Super U VIHIERS COURTILS
49630004;47.45631,-0.2738;Système U;Super U MAZE
50220002;48.6171031152,-1.28002532061;Carrefour Market;Carrefour Market
52200012;47.85524,5.33276;Avia;STATION AVIA SARL BAMART
54110002;48.62344,6.34876;Esso Express;ESSO DOMBASLE
50260002;49.4736792219,-1.62700785587;Total;SARL BRICQUEBEC AUTOMOBILES
50430001;49.2290526905,-1.56564082647;Indépendant sans enseigne;GARAGE FERET
53480002;48.0413,-0.4754;Carrefour Express;Shopi
56420002;47.83848,-2.63769;Indépendant sans enseigne;Eurl  auto services meleciens
56760003;47.4816,-2.47076;Carrefour Market;Carrefour Market   SARL Pénestin distribution
54520002;48.679475141,6.11971749249;Supermarché Match;SUPERMARCHES MATCH  CHAMP LE BOEUF
56320001;48.0355405887,-3.49383;Elan;SARL LE BRIS STATION ELAN
57157001;49.0867,6.15125;Esso Express;ESSO DE LA BASE
54204001;48.66939,5.90934;Leclerc;LECLERC TOUL
56000002;47.6691722685,-2.80336454446;Total;RELAIS NOMINOE
57120001;49.23589,6.10921;Total;GARAGE MARTIN ET CIE
56640002;47.54488,-2.89724;Intermarché;INTERMARCHE ARZON
57070009;49.11236,6.19515;Agip;AGIP METZ STRASBOURG
58300005;46.8209,3.45152;Intermarché;INTERMARCHE DECIZE
59176001;50.33629,3.20489;Intermarché;INTERMARCHE MASNY
59240001;51.04619,2.41539;Leclerc;ROSENDAEL-DISTRIBUTION
59310007;50.47097,3.23357;Total;Relais Carriere doree
58240001;46.79021,3.12455;Atac;ATAC ST PIERRE LE MOUTIER
59817001;50.5889506642,3.11596039112;Shell;DEHENRY sarl 3648
57420003;49.00638,6.20195;Indépendant sans enseigne;VERNY AUTOMOBILES
59114003;50.80161,2.58576;Carrefour Market;Carrefour Market
59128002;50.3995753614,3.04331425444;Carrefour;CARREFOUR DOUAI - FLERS
59580001;50.33003,3.24294;Total;BOIVIN OCTAVE ET CIE SA
59310005;50.4721892389,3.2301362279;Total;Total relais de la carriere doree
59400001;50.1850910256,3.22480715307;Total;RELAIS DE SELLES
59700002;50.664285129,3.10014;Total;RELAIS MARCQ EN BAR CROIS LAROCHE
60112002;49.48259,2.03891;Total;GARAGE CHAPRON
61302001;48.76223,0.6507;Leclerc;RISLDIS
62000005;50.28087,2.78103;Leclerc;ARRADIS
59530002;50.25524,3.63464;Intermarché;INTERMARCHE LE QUESNOY
59710004;50.54055,3.0735;BP;BP AVELIN
60680002;49.4030750047,2.73914935079;Total Access;Relais de Jonquières
60730003;49.28837,2.20115;Total;AVENIR  STATION SERVICE
62123003;50.24197,2.66007;Carrefour Contact;CARREFOUR CONTACT BEAUMETZ LES LOGES
62130001;50.38673,2.34912;Total;ETS BAILLEUL
62140001;50.3707817351,2.02690459007;Carrefour Market;Carrefour Market
62120009;50.6213514482,2.39206545365;Intermarché;INTERMARCHE LAMBRES LES AIRES
62160002;50.4480362482,2.71971890874;Carrefour Market;Carrefour Market
62430001;50.42097,2.85813;Supermarché Match;SUPERMARCHES MATCH  SALLAUMINES
60170002;49.50215,2.90397;Intermarché;INTERMARCHE CAMBRONNE-/RIBECOURT
60200006;49.4007,2.80709;Esso Express;ESSO ROYAL LIEU
60800007;49.22675,2.91038;Intermarché;INTERMARCHE POID LOURD
62110001;50.416177956,2.97646831845;Total;SARL SANDRAH
62117002;50.34076,3.02634;Intermarché;INTERMARCHE BREBIERES
62320001;50.3934,2.92314;Carrefour Market;Carrefour Market
63430005;45.79826,3.24033;Avia;Station AVIA - Garage MGA
63570003;45.4138428989,3.31989543179;Intermarché;INTERMARCHE
64120003;43.33132,-1.01612;Intermarché;INTERMARCHE SAINT PALAIS
63000007;45.76571,3.10485;Esso Express;ESSO POCHET LAGAYE
63000010;45.76245,3.08914;Esso Express;ESSO ST JACQUES
63380002;45.87148,2.52175;Indépendant sans enseigne;SARL FAUVERTEIX
64170009;43.4210594515,-0.59712616633;Agip;AGIP LACQ SUD-AUTOROUTE A 64
65000009;43.23426,0.05428;Carrefour Market;Carrefour Market Quartier Lacaussade
63670002;45.70478,3.12967;Ecomarché;ECOMARCHE LA ROCHE BLANCHE
64121001;43.3560112238,-0.379543325481;Total Access;TOTAL ACCESS  AYGUE LONGUE
64290001;43.2179151718,-0.383742900528;Système U;SUPER U
64320003;43.2951844478,-0.322498229124;Système U;SUPER U
66300007;42.5826075829,2.84472133414;Agip;AGIP VILLAGE CATALAN A9 sens Narbonne-Espagne
67116001;48.6456001591,7.75400663689;Shell;STATION SHELL
67700003;48.73966,7.3685;Total;AF AUTO
67700005;48.74041,7.37466;Indépendant sans enseigne;GARAGE THIERRY KUNTZ
67000024;;Atac;TEST
67140002;48.415639867,7.47595173515;Système U;Super U Gertwiller
67260004;48.9293800209,7.0972658805;Leclerc;SODISAR SAS
67700004;48.74224,7.35737;Total;RELAIS DE LA ROSERAIE
68130002;47.62508,7.24135857653;Système U;SUPER U ALTKIRCH
68170001;47.74512,7.41187;Total;RELAIS DE RIXHEIM
66120001;42.497842339,2.0136680425;Indépendant sans enseigne;STATION U
67120002;48.5397071824,7.49779428827;Total;SA GARAGE WIETRICH
67290002;48.91996,7.37463;Carrefour Contact;CARREFOUR CONTACT WINGEN/MODER
67380001;48.56345,7.68977;Système U;SUPER U
68640001;47.5561744535,7.30749010719;Intermarché Contact;INTERMARCHE
65240001;42.8992258853,0.353642473678;Carrefour Contact;Carrefour Contact ARREAU
67210001;48.46474,7.48934;Simply Market;SIMPLY MARKET
68500003;47.91645,7.20443;Système U;SA FLORIDIS
68520005;47.71674,7.1604;Agip;AGIP PORTE D ALSACE
68190002;47.86651,7.34353;Simply Market;SIMPLY MARKET
69360002;45.6434068187,4.82819099851;Total;RELAIS SOLAIZE
69370001;45.81894,4.80976;Total;RELAIS ST DIDIER
70300001;47.8211093057,6.39217757003;Auchan;AUCHAN
71190001;46.8668754847,4.18590809609;Shopi;SARL ETANGDIS
69100013;45.778,4.85926;BP;BP VILLEURBANNE TONKIN 8 à Huit
69100015;45.7789,4.87094;BP;BP VILLEURBANNE FACULTES 8 à Huit
69400010;45.98033,4.73493;Intermarché;INTERMARCHE VILLEFRANCHE/SAONE
70300004;47.82114,6.38493;Indépendant sans enseigne;MAISON DU PNEU MARIOTTE SILIGOM
68970001;48.18717,7.39352;Indépendant sans enseigne;Beysang
69800002;45.68643,4.94548;Total Access;TOTAL ACCESS - RELAIS  ST PRIEST SAYTHE
71480003;46.4956204099,5.31145956327;Avia;AVIA
71500002;46.6249,5.2393;Carrefour Market;Carrefour Market
69009001;45.77359,4.79266;Total;RELAIS LYON MARIETTON
70000009;47.6478171103,6.14529165381;Leclerc;NOIDIS
71480001;46.4920519081,5.38610001786;Système U;SUPER U
72300003;47.83052,-0.31316;Carrefour Market;Carrefour Market
72320002;48.06134,0.73348;Carrefour Contact;Carrefour Contact
73110003;45.44377,6.09615;Système U;SUPER U DETRIER
74300001;46.0692181515,6.5691303322;Carrefour;CARREFOUR CLUSES
71500001;46.63858,5.21311;Atac;ATAC LOUHANS
71600006;;Indépendant sans enseigne;SAS MIRANTIN
73170001;45.70534,5.76876;Carrefour Market;Carrefour Market
74000004;45.9166,6.12841;Esso Express;ESSO NOVEL
74200005;46.3442986814,6.40560274354;Total;EUROFLASH STATION
74210002;45.7756,6.22226953742;Elan;STATION 508
71490001;46.86717,4.57857;Coccinelle;009 DATS COUCHES
72110003;48.17791,0.43698;Indépendant sans enseigne;ESSO -GARAGE DE LA FORET
72200003;47.703418165,-0.0793404625794;Total;MR BOUTTIER
74000008;;Agip;AGIP annecy avenue de chambery
74330003;45.9489949885,6.04605205671;Avia;Garage de la mandallaz
75016001;48.8476141552,2.25705404804;Carrefour;Carrefour Auteuil
76000008;49.44557,1.10347;BP;BP ROUEN YSER
76420001;49.46334,1.12358;Système U;SUPER U
77170004;48.69952,2.6025;Total;STATION TOTAL BRIE CTE ROB. ESCOFFI
77210002;48.4149444259,2.71959190391;Carrefour Market;Carrefour Market
74250003;46.15928,6.36328;Avia;EURL BAILLEUL Pierre
75020007;48.8678,2.40575;Indépendant sans enseigne;SRD
75853002;48.87709,2.28286;BP;BP PARIS PORTE MAILLOT SPEEDY
76610003;49.50948,0.15688;Système U;FISTO SUPER U
76120005;49.40472,1.04378;BP;BP GRAND QUEVILLY DU GRAND LAUNAY1
77000003;48.52528,2.69402349348;Carrefour Market;Carrefour Market
75008006;48.87516,2.30984;Avia;AVIA HAUSSMANN
75012004;48.83905,2.3891;Total;RELAIS DE BERCY
76600010;49.49448,0.09688;Esso Express;ESSO PORTE OCEANE
77170007;48.7123334886,2.58222391501;Intermarché;INTERMARCHE BRIE COMTE ROBERT
77176001;48.5967999448,2.57300685925;Esso;SIGESS ESSO
77186002;48.85051,2.63096;Total;RELAIS DE LA MAILLERE
77000007;48.55048,2.66638;Oil France;Sarl. Berbara
77370003;48.55043,3.00039;Intermarché;INTERMARCHE NANGIS
77450003;48.89966,2.8111;Total;Relais des archers
78130010;48.9924,1.91384;Total Access;TOTAL ACCESS BOUGIMONTS
78150001;48.8361218059,2.09754368733;Total Access;TOTAL  ACCESS  DE ROCQUENCOURT
78180008;48.77662,2.017;Indépendant sans enseigne;OiIL PRICE
78550006;48.79098,1.62768;Intermarché;INTERMARCHE MAULETTE
78710003;48.9935279689,1.62490581892;Shell;SHELL ROSNY SUD
80140002;49.96446,1.65822;BP;BP A28 AIRE DE TRANSLAY OUEST
79700001;46.92208,-0.7386;Système U;Super U MAULEON
80300001;50.01118,2.67257;Système U;SUPER   U   ALBERT
80480004;49.8595901144,2.27428129842;Indépendant sans enseigne;STATION SERVICE TOTAL
80700005;49.70731,2.76524;BP;BP ROYE REPUBLIQUE
81300004;43.7668,1.99553;Intermarché;INTERMARCHE GRAULHET
78920003;48.95051,1.92273;BP;BP ECQUEVILLY LA CHAMOISERIE
79000012;46.3132,-0.47731;Esso Express;ESSO EXPRESS NIORT OCEAN
80560001;50.07166,2.5291;Ecomarché;ECOMARCHE ACHEUX EN AMIENOIS
81710001;43.58591,2.17207;Total Access;RELAIS SAIX
83720004;43.5021,6.48638;Total Access;TOTAL ACCESS LA FOUX
84500003;44.280839173,4.8021741693;Indépendant sans enseigne;SARL LE GENESTE
80300005;49.99397,2.65715;Intermarché;INTERMARCHE ALBERT
82200003;44.10566,1.092;Casino;CASINO SUPERMARCHE
84110002;44.22961,5.01384;Total;MR PALPACUER
85150001;46.6070659643,-1.66414684139;Système U;Super U LA MOTHE ACHARD
83560005;43.6065950014,5.7519505519;Carrefour Contact;CARREFOUR CONTACT RIANS
85200002;46.458204952,-0.787305008932;Elan;STATION JAMIN
85403001;46.45951,-1.14566;Leclerc;S.A.S.LUDIS
85260002;46.9058,-1.37836;Total;SARL GARAGE CHAUVET
85290004;46.9675437045,-0.892608354175;Total;FUSELIEZ
86700001;46.29901,0.18097;Carrefour Contact;CARREFOUR CONTACT
86530001;46.75565,0.48352;Intermarché;INTERMARCHE NAINTRE
87160001;46.31408,1.4175;Shell;SGAR SAS
88200004;48.0494839323,6.58206806036;Total Access;RELAIS PTE HTES VOSGES
85480001;46.63761,-1.17896;Total;SARL PAYNEAU FRERES
89340003;48.3344930154,3.06635782014;Intermarché;INTERMARCHE VILLENEUVE LA GUYARD
91160004;48.7087371086,2.26034637082;Avia;SARL WALCO 75
91260002;48.69392,2.35829;Intermarché;INTERMARCHE JUVISY-SUR-ORGE
91350001;48.65672,2.38395;Total Access;RELAIS TOTAL ACCESS DE L'ARBALETE
92290004;48.7614,2.28974;Shell;TEAM SERVICE  92 SARL
91300016;48.72606,2.2755;BP;BP MASSY
92370001;48.8167,2.19491;Total;RELAIS GUYNEMER
93130001;48.88779,2.45467;Total Access;RELAIS BREMENT
93200007;48.93537,2.36752;BP;BP ST DENIS PVC 8 à Huit
91270003;48.70007,2.41992;BP;BP VIGNEUX
91400007;48.69762,2.18628;Total;Relais Total les CORDIERS
93130002;48.88048,2.45242;BP;BP A3 NOISY LE SEC
93600010;48.92406,2.4862;Esso;SARL AUTO NET
95220005;49.00469,2.12666;Système U;SAS TARADIS
94471001;48.75191,2.51145;Géant;GEANT CASINO
95180001;49.02938,1.99173;Carrefour Market;Carrefour Market
95370001;48.9931313182,2.19812828272;Carrefour;CARREFOUR MONTIGNY LES CORMEILLES
95380002;49.04806137,2.50257751834;Avia;GARAGE DU MOULIN
95470004;49.0717601635,2.55304956517;Shell;STATION SHELL
30200005;44.1311005803,4.6747246258;Total Access;RELAIS D'ORSAN
29610001;48.56923,-3.69976;Casino;SUPERMARCHE CASINO
39110006;46.94854,5.87439;Total Access;RELAIS DU FORT BELIN
38970000;44.8172486422,5.94842822513;Elan;NAVALOC - ELAN
27550001;49.14717,0.7295;Indépendant sans enseigne;SARL VAN-HESE AUTOMOBILES
28240005;48.47514,1.02591;Intermarché;Sas BENEFAN
27300004;49.10476,0.61341;Leclerc;S.D.M.
3150002;46.3087149268,3.41231499107;Total;SA ETS MUET
6000006;43.70723,7.25597;BP;BP NICE GAMBETTA
6300002;43.70049,7.28739;Avia;GATTO MAZOUT SAR
6000022;43.71666,7.28159;Total;RELAIS TOTAL PAILLON
10260003;48.1814,4.18899;Carrefour Contact;carrefour contact sarl margot
12510001;44.32548,2.55807;Système U;SUPER U
42500011;45.3903858195,4.31400877304;Agip;AGIP CHAMBON SUD RN 88 SENS LE PUY-ST ETIENNE
42130001;45.7387,4.00996;Indépendant sans enseigne;SAB Distribution
42120003;46.02926,4.09554;Système U;STATION U
42300005;46.03973,4.05404;Avia;GARAGE MULSANT
43100004;45.3003,3.37977;Indépendant sans enseigne;GARAGE DELMAS
40530004;43.5971268231,-1.42518962674;Esso;ROC FRANCE ESSO LABENNE EST
40700001;43.6585388198,-0.59109674408;Total;SARL GARAGE LACOURREGE DUVIGNAU
2280001;49.5305653998,3.85582329963;Intermarché;INTERMARCHE SAINT-ERME
4210003;43.82472,5.95627;Carrefour Express;CARREFOUR EXPRESS
4200003;44.14295,5.95926;Intermarché;INTERMARCHE PEIPIN
34290003;43.3565284257,3.34014009541;Shell;SGAR SAS
38630002;45.629,5.57701;Casino;CASINO CARBURANT
13100003;43.53036,5.41167;Total Access;RELAIS DE GALLICE
13012001;43.29505,5.4445;Géant;GEANT CASINO Les CAILLOLS
15110002;44.85651,3.007;Elan;ELAN
16200004;45.68095,-0.16268;Total;STATION TOTAL
22590001;48.57185,-2.8215;Intermarché;INTERMARCHE PORDIC
1320001;45.991346958,5.16871240222;Elan;SARL JACQUET AUTOMOBILES
1330002;46.006686423,5.03524733969;Système U;super u
3100011;;Total;station total idoui
4400002;44.38625,6.64474;Total;SARL GARAGE DE RESTEFOND
6156001;43.5713,6.95854;Carrefour Market;Carrefour Market
6130008;43.64763,6.9147;Esso Express;ESSO PARFUMS
20110001;41.6720651422,8.90913135201;BP;Bp sansone pneu services du valinco
19260002;45.5325890765,1.80414268615;Intermarché;INTERMARCHE TREIGNAC
19260001;45.53637,1.79371;Total;ETS CHALARD STATION TOTAL
20235001;42.4882,9.28306;Total;SARL GATT ET FILS
31260001;43.08871,0.95132;Intermarché;INTERMARCHE MANE
31820001;43.60785,1.28404;Carrefour Market;Carrefour Market
32730002;43.4080760062,0.200676102855;Indépendant sans enseigne;Le relais du lys    STATION   FERMEE
24380001;45.02215,0.71108;Intermarché;INTERMARCHE VERGT
31100007;43.5802775642,1.39324358546;Total Access;Total access mirail
7160002;44.91427,4.42913;Elan;STATION ELAN GARAGE de la GARE
7190001;44.8216,4.58402;Carrefour Contact;Carrefour Contact
7200002;44.6320217749,4.37986312289;Total Access;RELAIS TOTAL ACCESS  DE FONTBONNE
8500002;49.93863,4.64141;Intermarché;INTERMARCHE REVIN
10270001;48.21103,4.24019;Total;RELAIS FRESNOY LE CHÂTEAU
31120003;43.5190050179,1.41906257897;Total;LE RELAIS DES COTEAUX
33700016;44.82427,-0.63414;Total;Relais Arlac
34290004;43.3771751237,3.41475135809;Shell;Sarl SGPA
32720001;43.7009065278,-0.231761032346;Leclerc;GERSDIS JUNCADIS
35400006;48.6249686138,-1.99443739329;Carrefour;CARREFOUR SAINT MALO
42300001;46.03273,4.06744;Carrefour Market;Carrefour Market
40140001;43.77927,-1.21607;Elan;EOR MAGESCQ MORA
40300005;43.54451,-1.07601;Intermarché;INTERMARCHE CAUNEILLE
40260007;43.96975,-1.09315;Avia;Station avia
12100009;44.08752,3.05657;Leclerc;Leclerc
10800004;48.26808,4.08848;Oil France;SARL SIGESS
13170009;43.38952,5.34272;Total Access;RELAIS TOTAL  ACCESS MIRABEAU
11110001;43.229892182,3.05131596982;Système U;SUPER U
11000004;43.19723,2.3233;Total Access;RELAIS DU VIGUIER
9400001;42.84527,1.59838;Système U;super u station
2130006;49.07771,3.37046;Avia;avia tardenois nord
2320002;49.5059696653,3.44047291839;Intermarché;INTERMARCHE ANIZY-LE-CHATEAU
7220002;44.4751978686,4.68869977765;Indépendant sans enseigne;RELAIS DU ROCHER
1350001;45.84775,5.78468;Carrefour Market;Carrefour Market
2100019;49.84785,3.30117;Intermarché;INTERMARCHE 153 Rue de Mulhouse
2110001;49.98399,3.46112;Total;BILBAUT
13013014;43.31671,5.40449;Agip;AGIP MARSEILLE ST JUST
13011006;43.28602,5.42676;Total;STATION TOTAL MAZENODE
13650003;43.60526,5.54878;Avia;AVIA aire de meyrargues
13710002;43.47864,5.53759;Esso Express;ESSO 4 CHEMINS
16500004;46.00846,0.66376;Casino;CASINO
22560001;48.7697376476,-3.57102881675;Intermarché;INTERMARCHE TREBEURDEN
22480002;48.31071,-3.15636;Total;LE RELAIS DE KERJEAN
24000004;45.18002,0.74659;Total Access;TOTAL ACCESS MAGOT CAVARD
34535001;43.34047,3.26381;Géant;GEANT CASINO
13650001;43.6330255172,5.4937505538;Shell;SARL ROCAMAR
14000015;49.19948,-0.359868576533;Total;relais total access cote de nacre
13741001;43.4327172773,5.25945996617;Carrefour;CARREFOUR VITROLLES
13700004;43.41459,5.22304;Total;RELAIS SAINTE ANNE
18230001;47.1122860099,2.38212375423;Géant;GEANT CASINO
20160001;42.1667300559,8.79784685925;Esso;FIESCHI SANDRA
19000006;45.2721892408,1.77587665476;Intermarché;INTERMARCHE QUAI CONTINSOUZA
19190001;45.125542414,1.72250665476;Carrefour Contact;Carrefour Contact
21190005;46.95888,4.83532;Total;RELAIS TOTAL DE MERCEUIL
3410001;46.3383212563,2.56756807822;Auchan;AUCHAN  CARBURANT MONTLUCON-DOMERAT
7240002;44.89773,4.64767;Intermarché;INTERMARCHE VERNOUX EN VIVARAIS
22300007;48.7445926765,-3.4769114592;Intermarché Contact;INTERMARCHE CONTACT LANNION
24750003;45.2161339565,0.829550033831;Elan;LACOUR GILBERTE
29000010;47.98007,-4.0845;Total Access;TOTAL ACCESS QUIMPER ROCADE SUD
24240001;44.7582486346,0.409561441332;Carrefour Contact;Supermarche carrefour contact
25430001;47.30551,6.60079;Maximarché;MAXIMARCHE SANCEY LE LONG
26400004;44.72208,5.0373;Intermarché;INTERMARCHE AOUSTE SUR SYE
6600007;43.6008760476,7.12225595196;Avia;ETS SARL CHENEAU
13200013;43.681870568,4.61163479646;Indépendant sans enseigne;GENEVEZ AUTO STATION Sarl Jlg Auto
13800007;43.49974,4.98606;Total;MCVA STATION TOTAL ISTRES
13800005;43.49582,4.9863;BP;BP ISTRES RASSUEN
13430002;43.68535,5.03121;Indépendant sans enseigne;Station du sud
13440002;43.86013,4.95128;Intermarché Contact;INTERMARCHE CABANNES
37330001;47.5417,0.33689;Système U;Super U CHÂTEAU LA VALLIERE
38350002;44.92437,5.78284;Casino;CASINO SUPERMARCHE
3200001;46.13688,3.41566;Total;Relais Total des Ailes
4120003;43.84706,6.5122;Casino;CASINO SUPERMARCHE
39100006;47.10875,5.50677;Intermarché;INTERMARCHE DOLE
38780002;45.56506,5.00252;Avia;Station Avia
39260002;46.44183,5.71407;Intermarché Contact;INTERMARCHE MOIRANS EN MONTAGNE
39570002;46.6683,5.57655;Total;R.DE LA VALLIERE
7120002;44.40849,4.29408;Elan;ETS MAURIN
9000005;42.98653,1.61636;Indépendant sans enseigne;Leader Price
26200003;44.5438,4.74652;Esso Express;ESSO MEDITERRANEE
26500003;44.95815,4.90673;Intermarché;INTERMARCHE BOURG LES VALENCE
29490002;48.43585,-4.40539;Système U;SUPER U GUIPAVAS
22290002;48.69701,-3.00593;Total;SARL GARAGE DE LA TRINITE
22400001;48.4672198707,-2.5215226987;Carrefour Market;Carrefour Market
27800001;49.19911,0.71605;Carrefour Market;Carrefour Market
11620001;43.25229,2.36132;Dyneff;STATION DYNEFF
17610001;45.74534,-0.56166;Elan;LE PLANET
8300007;49.51743,4.49483;Intermarché;SAS GEOMASE
8090001;49.80506,4.62072;Esso Express;ESSO CLIRON
13710003;43.45301,5.56115;Casino;CASINO SUPERMARCHE
13710004;43.4433,5.54541;Intermarché;INTERMARCHE
31200013;43.61559,1.44738;Total;Relais du raisin
41400001;47.34188,1.16328;Système U;Super U CHISSAY EN TOURAINE
41600001;47.6009724922,2.0273777407;Carrefour Market;Carrefour Market
42500007;45.39015,4.31523;Agip;AGIP CHAMBON SUD RN 88 SENS LE PUY-ST ETIENNE
42600004;45.59912,4.07395;BP;BP MONTBRISON
31410008;43.35782,1.27458;Système U;Super U
31410001;43.35535,1.23868;Total;MR THUBERT
31600001;43.4195630403,1.37327902923;Système U;SUPER U
26140003;45.27284,4.89661;Intermarché;INTERMARCHE SAS ANEBUIS
30000009;43.83228,4.38033;Campus;Campus
30160001;44.29233,4.0934;Carrefour Market;Carrefour Market
33560001;44.8883337223,-0.51700209054;Total;RELAIS D'EIRAM
33990003;45.18624,-1.0617;Indépendant sans enseigne;Garage dulucq
21250002;46.9896689181,5.14829927933;Indépendant sans enseigne;M. MORTET REL DE LA SAONE
21250006;46.9934385048,5.14806571173;Intermarché;INTERMARCHE SEURRE
26100002;45.0434674082,5.02932885248;Système U;SAS JFM - HYPER U
26100003;45.04709,5.05362;Avia;AVIA XPRESS
33130006;44.8171,-0.54835;Esso Express;ESSO EXPRESS BEGLES
33610006;44.74498,-0.68743;Shell;Station Shell
32200005;43.6235295205,0.883045124103;Indépendant sans enseigne;ROUTE 124
32200001;43.6255215765,0.879673291649;Carrefour Market;Carrefour Market
40400004;43.8275474673,-0.804776485993;Carrefour Market;Carrefour Market
12700001;44.5712946546,2.07435164582;Intermarché;INTERMARCHE CAPDENAC
12850001;44.37326565,2.59188595196;Géant;GEANT CASINO
15000008;44.91572,2.43189;Intermarché;INTERMARCHE AURILLAC FIRMINY
15600003;44.7181520748,2.20984693261;Intermarché;INTERMARCHE ST ETIENNE DE MAURS
15190001;45.33826,2.76036;Indépendant sans enseigne;DESSERT
36800001;46.6392078179,1.42504595196;Carrefour Market;Carrefour Market
40200003;44.20746,-1.24256;Indépendant sans enseigne;SARL CAIGNIEU ET FILS
40230002;43.68785,-1.22724;Elan;EURL GOULAZE
40465002;43.78529,-0.93105;Intermarché;INTERMARCHE PONTONX SUR ADOUR
33170004;44.7857211662,-0.593130275951;Agip;AGIP GRADIGNAN A63 SENS BAYONNE VERS BORDEAUX
34973001;43.5804556372,3.93062449276;Carrefour;CARREFOUR LATTES
35660003;47.71753,-1.85172;Indépendant sans enseigne;Café des sports
35230004;47.99593,-1.66857;Intermarché;INTERMARCHE ORGERES
35132001;48.6145874649,-1.98365731574;Total Access;TOTAL ACCESS  SAINT MALO OUEST
34500022;43.35448,3.22184;Total;LA CAPELIERE
35560003;48.45766,-1.48147;Carrefour Contact;Carrefour Contact ANTRAIN
35770001;48.06328,-1.62036;Leclerc;Z VERN SUR SEICHE
37000001;47.38051,0.69823;Total;RELAIS TOTAL DE SANITAS
25870002;47.32724,6.01064;Système U;Station U Devecey
26170002;44.2714426872,5.26665428827;Indépendant sans enseigne;GARAGE DES BARONNIES
26380001;45.0858155334,5.04776704588;Agip;AGIP PEYRINS LES ESCOFFERS
26600002;45.07152,4.83419;Total;RELAIS DES COTES DU RHONE
32380001;43.8856865399,0.761475596563;Intermarché;Intermarché Saint Clar
33120003;44.65205,-1.14713;Avia;SARL THIBURCE GUY
